1128373,8656493,12.801358549356555
1128373,7630511,9.763057372234496
1128373,5814751,9.76305535814696
1128373,8656497,9.763035089821766
1128373,6702197,9.763034151057854
1128373,8656499,9.76303234782674
1128373,5281148,9.763030637292426
1128373,7175865,9.763020158122295
1128373,3980915,9.763019578661806
1128373,1782963,9.763011327975073
1128373,4254836,3.058924332429568
1128373,3884881,3.055049852955715
1128373,1941266,3.0545796825916383
1128373,3400903,3.0539445163124075
1128373,3400902,3.053504522800938
1128373,97739,3.0528955240614106
1128373,7678189,3.0528955240614106
1128373,6820615,3.0528955240614106
1128373,491120,3.0528955240614106
1128373,542347,3.0528955240614106
1128373,6782345,3.0528955240614106
1128373,4682759,3.052533725565284
1128373,8074471,3.0520725525026466
1128373,617668,3.0520725525026466
1128373,3152904,3.0520725525026466
1128373,3219547,3.0520725525026466
1128373,3363729,3.0520725525026466
1128373,1114080,3.0520725525026466
1128373,1331326,3.0520725525026466
1128373,2213812,3.0520725525026466
1128373,2476773,3.0520725525026466
1128373,2942442,3.0520725525026466
1128373,1857666,3.0520725525026466
1128373,7792356,3.0520725525026466
1128373,2178330,3.0520725525026466
1128373,1618969,3.0520725525026466
1128373,1725357,3.0520725525026466
1128373,6767150,3.0520725525026466
1128373,3983276,3.0520725525026466
1128373,7272856,3.0520725525026466
1128373,8609679,3.0520725525026466
1128373,7370319,3.0520725525026466
1128373,7466871,3.0520725525026466
1128373,5227680,3.0520725525026466
1128373,5371380,3.0520725525026466
1128373,5430008,3.0520725525026466
1128373,6546266,3.0520725525026466
1128373,37595,3.0520725525026466
1128373,385859,3.0520725525026466
1128373,4659772,3.0520725525026466
1128373,4335375,3.0520725525026466
1128373,526577,3.0520725525026466
1128373,5484838,3.0520725525026466
1128373,4840263,3.0520725525026466
1128373,4843649,3.0520725525026466
1128373,499216,3.0520725525026466
1128373,6694981,3.0520725525026466
1128373,1935431,3.0520725525026466
1128373,317313,3.0520725525026466
1128373,332773,3.0520725525026466
1128373,5630800,3.0520725525026466
1128373,8146836,3.0520725525026466
1128373,8386260,3.0520725525026466
1128373,8050441,3.0520725525026466
1128373,8339485,3.0520725525026466
1128373,836259,3.0520725525026466
1128373,1721919,3.0520725525026466
1128373,1762465,3.0520725525026466
1128373,6087979,3.0520725525026466
1128373,2135122,3.0520725525026466
1128373,55905,3.0520725525026466
1128373,5680352,3.0520725525026466
1128373,996938,3.0520725525026466
1128373,6958665,3.0520725525026466
1128373,4262451,3.0520725525026466
1128373,6349699,3.0520725525026466
1128373,947067,3.0520725525026466
1128373,186957,3.0520725525026466
1128373,20073,3.0520725525026466
1128373,2009826,3.0520725525026466
1128373,4165838,3.0520725525026466
1128373,418065,3.0520725525026466
1128373,8072547,3.0520725525026466
